9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 73, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 14, 14, 14, 73, 73, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 14, 14, 9, 9, 9, 9, 9, 9, 9, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 14, 14, 14, -1, -1, 9, 9, 9, 9, 9, 
